0.27390470606568945,0.13455416715401936,0.26882864384139127,0.1
0.32393656570933893,0.22247462064035589,0.35643996787614146,0.2
0.50461564486242749,0.46904514312182838,0.57289494089393367,0.3
0.26417618398523229,0.089043522226214755,0.26961778111458989,0.4
0.64645325379040541,0.69789777937593622,0.65197488406046378,0.5
0.45250853880255382,0.32001563472222139,0.37270250059941651,0.6
0.27372330227991282,0.077613375456129466,0.28882549640922034,0.7
0.65341203236399215,0.67246117899633784,0.72798427210587879,0.8
0.28802911508648565,0.050521851344184611,0.30346856597903227,0.8
0.32080385967220948,0.18368775372182894,0.32660346109729949,0.9
